@relation scores_train-weka.filters.unsupervised.attribute.NumericToNominal-R4

@attribute RF numeric
@attribute AB numeric
@attribute NB numeric
@attribute y {0,1}

@data
0.101999,0.44147,0.046793,0
0.09879,0.441121,0.020805,0
0.106853,0.439893,0.045125,0
0.097582,0.440315,0.028814,0
0.087123,0.439315,0.0156,0
0.099928,0.439929,0.039022,0
0.121341,0.441629,0.153646,0
0.088387,0.439563,0.022453,1
0.087094,0.439614,0.024415,0
0.105826,0.43988,0.051693,0
0.143739,0.463253,0.0762,1
0.090286,0.440621,0.027594,1
0.088658,0.439773,0.038147,0
0.103934,0.439866,0.048326,0
0.132164,0.442576,0.108472,0
0.081858,0.439494,0.018859,0
0.156089,0.463141,0.162906,0
0.091709,0.439781,0.023217,0
0.112756,0.441101,0.071631,0
0.099297,0.440711,0.031463,0
0.110312,0.440059,0.055789,0
0.067274,0.438973,0.002776,0
0.086064,0.439891,0.025919,1
0.102753,0.439948,0.052842,0
0.102681,0.440959,0.027365,0
0.090347,0.439469,0.015236,0
0.10051,0.439725,0.048152,0
0.225636,0.465694,0.994566,1
0.109821,0.440878,0.042996,0
0.116194,0.44112,0.031798,0
0.08439,0.440505,0.010494,1
0.096578,0.439547,0.025461,0
0.073151,0.439521,0.007769,0
0.092102,0.439334,0.021292,0
0.11206,0.440878,0.046329,1
0.07785,0.43944,0.011976,0
0.089499,0.439435,0.022256,0
0.11261,0.440727,0.043091,0
0.174013,0.464321,0.860475,0
0.237988,0.465396,1,0
0.096137,0.441149,0.031045,0
0.096402,0.439837,0.038115,1
0.088526,0.439443,0.016656,0
0.084501,0.439231,0.019538,0
0.114611,0.440875,0.099008,0
0.151816,0.464537,0.152161,0
0.134268,0.441255,0.448906,0
0.133793,0.441702,0.093545,0
0.089284,0.439798,0.03379,0
0.093605,0.439736,0.036426,0
0.106236,0.439993,0.049425,0
0.125463,0.441566,0.080227,0
0.0702,0.439045,0.010746,1
0.093038,0.440093,0.009734,0
0.092051,0.439445,0.025912,0
0.105162,0.439949,0.043809,0
0.135179,0.463235,0.064681,1
0.073541,0.439018,0.007535,0
0.123336,0.442479,0.060048,0
0.114791,0.44117,0.04661,0
0.115176,0.441186,0.056703,0
0.255786,0.470453,0.999942,0
0.06978,0.439015,0.005929,0
0.086858,0.4399,0.038294,0
0.098823,0.440857,0.019023,1
0.110596,0.44117,0.038823,0
0.100948,0.440354,0.034395,0
0.085391,0.439614,0.024842,0
0.337402,0.470701,1,0
0.160146,0.462782,0.086495,0
0.14222,0.46409,0.129452,0
0.085893,0.439757,0.029226,0
0.114242,0.441035,0.036958,0
0.118493,0.441072,0.070617,0
0.089756,0.440856,0.024506,0
0.086222,0.439991,0.013838,0
0.109037,0.441493,0.036709,0
0.128601,0.4426,0.314328,0
0.078714,0.439534,0.008735,0
0.11127,0.440783,0.23439,0
0.10774,0.441141,0.032589,0
0.177236,0.464753,0.583107,0
0.109264,0.440115,0.054488,0
0.106081,0.441038,0.039655,0
0.109042,0.441147,0.048313,0
0.081257,0.43935,0.018271,0
0.1016,0.441363,0.028093,0
0.11636,0.441906,0.033542,0
0.092634,0.439952,0.042516,0
0.116847,0.440965,0.05794,0
0.100535,0.441215,0.036253,0
0.09324,0.441307,0.024276,1
0.076827,0.439287,0.008671,0
0.084129,0.437811,0.019518,0
0.129547,0.442528,0.079,1
0.079171,0.440022,0.006305,0
0.17151,0.463694,0.644342,0
0.112762,0.440807,0.049442,0
0.114469,0.44083,0.068766,0
0.100784,0.439817,0.042553,0
0.087097,0.43935,0.014046,0
0.140906,0.464326,0.063627,0
0.093166,0.439731,0.155584,0
0.10605,0.439363,0.011871,0
0.120475,0.442582,0.0515,0
0.086079,0.439574,0.017805,0
0.086199,0.439893,0.021622,0
0.085687,0.439494,0.019099,0
0.105538,0.440045,0.073167,0
0.11928,0.442202,0.107973,0
0.115926,0.441184,0.061085,0
0.125125,0.442621,0.076446,0
0.088855,0.439647,0.019562,0
0.145152,0.463262,0.074649,0
0.096237,0.440648,0.018978,0
0.132979,0.464296,0.037969,0
0.108791,0.439893,0.052036,1
0.074985,0.439222,0.024865,0
0.145912,0.463236,0.455657,0
0.098122,0.440222,0.02748,0
0.121985,0.442603,0.042649,0
0.158891,0.448175,0.877848,0
0.081428,0.439468,0.023334,0
0.086543,0.439706,0.019847,0
0.11426,0.440925,0.064345,0
0.202111,0.465084,0.871701,0
0.09464,0.439893,0.018815,0
0.094342,0.44112,0.019441,0
0.118351,0.44244,0.058868,0
0.112915,0.440878,0.049229,0
0.117249,0.44112,0.082939,0
0.111468,0.439827,0.046319,0
0.086388,0.439363,0.018949,0
0.108554,0.439918,0.046404,0
0.084146,0.439597,0.011888,0
0.116966,0.441123,0.068093,1
0.194382,0.450646,0.948363,0
0.105647,0.440535,0.02458,1
0.089508,0.439893,0.024413,1
0.17744,0.451657,0.99664,1
0.085819,0.437533,0.018132,0
0.081089,0.439398,0.008004,0
0.11435,0.442448,0.04276,0
0.09291,0.439182,0.028666,0
0.075238,0.440142,0.006158,0
0.146174,0.463301,0.089475,0
0.100527,0.439994,0.044346,0
0.08885,0.440577,0.012099,0
0.111906,0.440003,0.075853,0
0.114943,0.440132,0.054658,0
0.140824,0.462714,0.112812,0
0.097927,0.439731,0.026089,0
0.110777,0.438087,0.076537,0
0.104626,0.439919,0.046187,0
0.08976,0.439592,0.029127,0
0.094413,0.439893,0.035724,0
0.098905,0.439876,0.020409,0
0.099497,0.44077,0.042976,0
0.116561,0.440059,0.136711,0
0.095835,0.440256,0.015564,0
0.102342,0.43985,0.036129,0
0.098242,0.440898,0.023618,0
0.10782,0.440936,0.052947,0
0.128005,0.442737,0.083388,0
0.081612,0.439294,0.015127,0
0.109786,0.44002,0.061717,0
0.084738,0.440125,0.01231,0
0.102773,0.440535,0.02351,0
0.105553,0.441297,0.03363,0
0.099808,0.440871,0.043067,0
0.11376,0.441606,0.071638,0
0.088839,0.44011,0.013278,0
0.096667,0.440495,0.019425,0
0.110794,0.442426,0.046809,0
0.091592,0.439918,0.038093,0
0.087021,0.439257,0.016133,1
0.117403,0.442546,0.052306,0
0.130005,0.462641,0.0237,0
0.084395,0.439669,0.019801,0
0.090021,0.44069,0.011933,0
0.215535,0.468988,0.995579,1
0.109864,0.440403,0.06395,0
0.102958,0.440932,0.031228,0
0.079608,0.439305,0.008279,0
0.098523,0.439956,0.047813,0
0.100007,0.440996,0.036711,0
0.067963,0.438879,0.01235,1
0.123153,0.442631,0.056398,1
0.101862,0.439949,0.035398,0
0.098945,0.439964,0.050621,0
0.066675,0.438774,0.005776,0
0.114365,0.440989,0.030943,0
0.121773,0.442511,0.058845,0
0.161782,0.464464,0.308206,0
0.112588,0.440793,0.059503,0
0.076678,0.439154,0.013879,0
0.091625,0.439225,0.013537,0
0.117311,0.441184,0.073347,0
0.080641,0.439558,0.025329,0
0.090126,0.440692,0.011798,0
0.099943,0.439866,0.044378,0
0.115859,0.441558,0.03753,0
0.102431,0.4414,0.032973,0
0.101588,0.44077,0.062352,1
0.145209,0.463269,0.110441,1
0.116089,0.44154,0.087956,0
0.107299,0.439618,0.079897,0
0.071536,0.438976,0.011112,0
0.085298,0.440486,0.01217,0
0.146858,0.463191,0.190114,0
0.165434,0.46495,0.515781,0
0.20691,0.469884,0.995956,1
0.177448,0.449615,0.720201,0
0.314504,0.47376,1,1
0.163478,0.463227,0.405927,1
0.117177,0.44117,0.07717,0
0.095444,0.440741,0.012023,0
0.137933,0.463967,0.073201,0
0.073509,0.439468,0.015344,0
0.117828,0.441157,0.078755,0
0.103301,0.439986,0.044681,0
0.088143,0.439621,0.012091,0
0.086443,0.439231,0.018345,0
0.103008,0.439821,0.065816,0
0.164397,0.463043,0.199006,0
0.207571,0.470261,0.944959,0
0.072375,0.438981,0.00587,0
0.119881,0.442575,0.062969,0
0.090769,0.439893,0.031185,0
0.098375,0.439601,0.036043,0
0.099016,0.4396,0.038365,1
0.095594,0.440687,0.010345,0
0.106708,0.441144,0.052652,0
0.066073,0.438925,0.003456,0
0.191276,0.450653,0.933346,0
0.179509,0.465118,0.888686,0
0.080562,0.439591,0.017189,0
0.158531,0.463979,0.141549,0
0.152666,0.464376,0.157097,1
0.092625,0.441048,0.016214,0
0.092296,0.440118,0.009084,0
0.111817,0.439935,0.066133,0
0.101178,0.439866,0.050435,0
0.107905,0.440822,0.030789,0
0.119071,0.441324,0.074361,0
0.0959,0.439893,0.047097,0
0.066132,0.438886,0.009124,0
0.15862,0.46401,0.08624,0
0.107773,0.440938,0.039854,1
0.100973,0.441012,0.0306,0
0.098961,0.44053,0.018646,0
0.090755,0.44058,0.009159,0
0.149182,0.464135,0.132011,0
0.087204,0.440577,0.013818,1
0.10977,0.439988,0.051814,0
0.079257,0.439639,0.019657,0
0.099159,0.439406,0.017701,0
0.164623,0.463358,0.21406,0
0.09058,0.439647,0.039202,0
0.172619,0.450007,0.878591,0
0.121246,0.441148,0.122208,0
0.089526,0.439824,0.015756,0
0.093781,0.439618,0.026896,0
0.098691,0.439986,0.036263,1
0.115727,0.440461,0.027044,0
0.104143,0.440933,0.024519,0
0.071312,0.438879,0.004093,0
0.116069,0.441051,0.053476,0
0.081085,0.439278,0.027759,0
0.096177,0.43939,0.021283,0
0.11102,0.439817,0.052501,0
0.117638,0.441532,0.054368,0
0.171754,0.464721,0.713544,0
0.109722,0.441041,0.045355,0
0.107812,0.441436,0.038444,0
0.1184,0.441186,0.074393,0
0.103866,0.441136,0.03179,0
0.106764,0.440865,0.030493,0
0.091621,0.440498,0.067045,0
0.092418,0.439791,0.02252,0
0.198864,0.46909,0.928865,0
0.096384,0.439781,0.040135,0
0.089898,0.439502,0.020445,0
0.08421,0.4398,0.019696,0
0.109214,0.43957,0.070939,0
0.092528,0.439669,0.03275,0
0.132337,0.463262,0.060722,0
0.103657,0.44002,0.053704,0
0.116754,0.441234,0.055094,0
0.122105,0.441267,0.112682,0
0.088993,0.44061,0.015241,0
0.099934,0.440678,0.026779,0
0.101186,0.439743,0.02632,0
0.103484,0.440652,0.028131,1
0.105566,0.439821,0.041338,1
0.195274,0.452061,0.949294,0
0.104875,0.440871,0.038373,0
0.081963,0.439558,0.027853,0
0.117496,0.440952,0.06345,0
0.091485,0.441064,0.015024,0
0.080383,0.439571,0.014633,0
0.100951,0.441021,0.043658,0
0.111371,0.440025,0.067554,0
0.106949,0.440865,0.032361,0
0.094054,0.439923,0.038168,0
0.097938,0.440421,0.019087,0
0.122449,0.442552,0.066776,0
0.090726,0.439645,0.032033,0
0.111228,0.441436,0.060664,0
0.180083,0.46335,0.594225,0
0.077478,0.439071,0.008304,0
0.096627,0.440147,0.035125,0
0.146296,0.442613,0.174481,0
0.120819,0.441807,0.050807,0
0.086608,0.440335,0.03096,0
0.144395,0.463395,0.13696,0
0.086996,0.439714,0.0201,0
0.079502,0.439445,0.016568,0
0.097391,0.440711,0.037132,0
0.178572,0.464948,0.722734,0
0.089905,0.439888,0.024396,0
0.156378,0.463497,0.125519,0
0.237306,0.475093,0.999602,1
0.105079,0.441084,0.033159,0
0.084643,0.43935,0.01948,0
0.079699,0.439587,0.020301,0
0.147034,0.464054,0.08595,0
0.109513,0.441337,0.038268,0
0.203798,0.472897,1,0
0.107417,0.440987,0.047891,1
0.119677,0.440996,0.057006,0
0.106227,0.440115,0.04209,0
0.190834,0.465409,0.649175,0
0.071972,0.439078,0.010493,0
0.080313,0.439614,0.016247,0
0.121149,0.4416,0.038271,1
0.081788,0.439071,0.005838,0
0.194622,0.46408,0.810883,1
0.082214,0.439571,0.013241,0
0.106989,0.439768,0.07334,0
0.082019,0.439524,0.013697,0
0.140117,0.442515,0.156608,0
0.151873,0.464288,0.051891,0
0.119198,0.441595,0.032423,0
0.117573,0.442298,0.087209,1
0.113069,0.44144,0.042742,0
0.089432,0.439587,0.021088,0
0.098328,0.439877,0.049789,0
0.122644,0.442625,0.06045,0
0.121636,0.442135,0.030686,0
0.120251,0.441094,0.048,1
0.129771,0.46252,0.034515,1
0.109007,0.440307,0.059537,0
0.114388,0.440569,0.040528,1
0.08442,0.439773,0.009815,0
0.096321,0.44056,0.017642,0
0.107791,0.44063,0.026132,1
0.087592,0.439614,0.01841,0
0.110943,0.441088,0.076381,0
0.117363,0.442063,0.027898,0
0.095227,0.439706,0.025785,1
0.111212,0.441098,0.037804,0
0.096426,0.440815,0.031781,0
0.087995,0.440268,0.006717,0
0.101391,0.439866,0.037807,0
0.079958,0.439643,0.014046,0
0.099232,0.439906,0.032697,0
0.107731,0.441078,0.040253,0
0.076213,0.438981,0.008442,0
0.088001,0.439923,0.029333,0
0.184904,0.450232,0.890552,0
0.113994,0.442042,0.025719,0
0.109123,0.442138,0.046711,1
0.258021,0.472238,1,1
0.099909,0.439866,0.039072,0
0.19789,0.470218,0.955094,1
0.094737,0.440478,0.018176,0
0.121936,0.442511,0.045372,0
0.135293,0.463822,0.019445,1
0.075286,0.439429,0.009215,0
0.07472,0.439558,0.006328,0
0.091228,0.439699,0.026789,0
0.182155,0.463634,0.657855,0
0.109867,0.441118,0.059117,0
0.156259,0.464302,0.538024,1
0.147984,0.463014,0.078009,0
0.104097,0.439853,0.051448,0
0.087084,0.439803,0.031981,0
0.103313,0.439758,0.058704,0
0.082587,0.439409,0.020816,0
0.166198,0.463786,0.557079,0
0.092868,0.439694,0.035866,0
0.100025,0.441154,0.050355,0
0.207051,0.46524,0.821984,0
0.087226,0.440572,0.010154,0
0.116343,0.440975,0.068768,0
0.158252,0.46338,0.412169,0
0.092061,0.439337,0.026059,0
0.117413,0.441526,0.067221,0
0.159882,0.46411,0.182302,0
0.092245,0.439821,0.021044,1
0.108356,0.44131,0.029736,0
0.139754,0.463264,0.039593,0
0.090409,0.440371,0.135627,0
0.151114,0.463895,0.333117,1
0.162735,0.464513,0.052327,0
0.108899,0.441532,0.041584,1
0.162249,0.46409,0.361932,0
0.126787,0.44111,0.084533,0
0.070943,0.439096,0.005764,0
0.080996,0.439542,0.011321,0
0.15776,0.462649,0.085619,0
0.137999,0.442795,0.13749,0
0.087779,0.439706,0.022783,1
0.090015,0.439073,0.010499,1
0.09879,0.43985,0.050889,0
0.08007,0.439073,0.008337,0
0.077717,0.43935,0.013848,0
0.084328,0.439494,0.013163,0
0.112505,0.439965,0.081883,0
0.095854,0.439986,0.039909,0
0.089386,0.439499,0.023246,0
0.106607,0.441072,0.053119,0
0.189748,0.45047,0.945242,0
0.098008,0.43969,0.032571,0
0.116826,0.44098,0.103623,0
0.112251,0.440865,0.238564,0
0.091888,0.44062,0.021319,0
0.144235,0.463522,0.118777,0
0.114323,0.441922,0.021717,1
0.087115,0.440497,0.035901,0
0.115154,0.441506,0.046408,0
0.108501,0.441006,0.033505,0
0.104217,0.4414,0.026147,0
0.114846,0.441351,0.048848,0
0.102789,0.44106,0.035602,0
0.110772,0.441903,0.017824,0
0.086738,0.439893,0.026304,0
0.117107,0.440958,0.059408,1
0.078974,0.439151,0.014447,0
0.103909,0.440963,0.02755,0
0.109187,0.440025,0.052442,0
0.167715,0.464503,0.252527,0
0.164994,0.464536,0.51534,0
0.112098,0.441072,0.102905,0
0.088188,0.439541,0.038459,0
0.145685,0.439464,0.455138,0
0.103707,0.439809,0.050427,0
0.080357,0.439373,0.013647,0
0.105114,0.440891,0.019592,0
0.098551,0.438091,0.033832,0
0.09304,0.43977,0.026323,0
0.088983,0.440453,0.094723,0
0.111349,0.441319,0.042291,0
0.102412,0.439916,0.054017,0
0.158331,0.464524,0.110251,1
0.087838,0.439257,0.014061,0
0.113572,0.44249,0.04736,0
0.104017,0.441032,0.034893,0
0.098253,0.441141,0.059712,0
0.090931,0.43935,0.012824,0
0.115699,0.440796,0.08038,0
0.100472,0.439808,0.048866,0
0.082289,0.44045,0.00879,0
0.098174,0.440469,0.019923,0
0.099935,0.441307,0.030956,1
0.147027,0.463308,0.128517,0
0.158512,0.464414,0.110374,1
0.09613,0.439443,0.02456,0
0.085678,0.439068,0.010863,0
0.112855,0.440843,0.232711,0
0.106446,0.439953,0.046255,0
0.108342,0.439996,0.069741,0
0.112099,0.441351,0.060247,1
0.087645,0.439978,0.015732,0
0.094616,0.440998,0.029416,0
0.106109,0.439988,0.017832,0
0.067006,0.438823,0.008948,0
0.107973,0.439988,0.032106,0
0.102611,0.440724,0.412062,0
0.082122,0.439071,0.008956,0
0.094494,0.439669,0.019957,0
0.116854,0.440954,0.067395,0
0.101279,0.437541,0.040669,0
0.12194,0.442631,0.04588,0
0.099577,0.440349,0.013612,0
0.091683,0.439701,0.026748,1
0.082346,0.440129,0.035575,0
0.1846,0.463761,0.49873,0
0.100431,0.439986,0.045113,0
0.111547,0.440003,0.03898,0
0.112265,0.440025,0.023852,0
0.080801,0.439515,0.032057,0
0.155224,0.463327,0.074316,0
0.112777,0.441077,0.046113,0
0.11427,0.440972,0.05116,0
0.100796,0.43999,0.052581,0
0.104341,0.440981,0.023397,0
0.117156,0.441532,0.043132,0
0.16495,0.462401,0.943491,1
0.109066,0.441131,0.046414,0
0.087997,0.439557,0.016328,0
0.167162,0.463333,0.394949,0
0.09275,0.439893,0.039167,1
0.195179,0.450687,0.961587,1
0.113352,0.43993,0.064889,0
0.099422,0.440424,0.038999,1
0.144345,0.463944,0.071539,0
0.107358,0.442065,0.021963,0
0.073626,0.439015,0.010446,0
0.148448,0.463459,0.163277,0
0.106486,0.43985,0.058741,0
0.082087,0.439278,0.017208,0
0.112382,0.440915,0.041504,0
0.080799,0.440006,0.011176,1
0.103556,0.440835,0.031407,0
0.090549,0.439773,0.03502,0
0.115206,0.441123,0.038672,0
0.126077,0.442736,0.075336,0
0.099461,0.441835,0.017319,0
0.103491,0.441133,0.062773,0
0.111951,0.439995,0.041245,0
0.097585,0.441752,0.012326,0
0.131681,0.442617,0.212096,0
0.112221,0.440926,0.039262,0
0.072744,0.439447,0.079376,0
0.090165,0.439589,0.131179,0
0.079871,0.439558,0.017066,1
0.090716,0.439893,0.03619,0
0.108166,0.4399,0.067585,0
0.100944,0.4399,0.070028,0
0.100613,0.440792,0.01689,0
0.076987,0.437251,0.016024,0
0.085779,0.439159,0.011645,0
0.107759,0.44087,0.180814,0
0.102688,0.440836,0.017095,0
0.075344,0.439422,0.01666,0
0.092833,0.440617,0.031489,0
0.096719,0.440896,0.019617,1
0.108432,0.440665,0.149993,0
0.08069,0.439677,0.012518,0
0.070126,0.438925,0.009819,0
0.07331,0.438895,0.017616,0
0.130938,0.442411,0.276861,0
0.100841,0.439871,0.021634,0
0.108346,0.441084,0.052071,0
0.085937,0.439597,0.01222,0
0.15471,0.464551,0.084439,1
0.096492,0.439829,0.022474,0
0.087529,0.438091,0.024657,0
0.083793,0.439672,0.029912,1
0.115218,0.441722,0.111502,0
0.090202,0.439643,0.033973,0
0.085072,0.439824,0.029245,0
0.104325,0.440863,0.229386,0
0.114487,0.441456,0.030311,0
0.219562,0.473449,0.918999,0
0.070922,0.439238,0.014858,0
0.092689,0.44049,0.041075,0
0.079521,0.439015,0.005283,0
0.086759,0.439188,0.014578,0
0.083394,0.439837,0.011341,0
0.10521,0.440836,0.032495,1
0.108815,0.439906,0.042139,0
0.196267,0.450374,0.921218,0
0.152548,0.464323,0.059539,0
0.098759,0.441075,0.029638,0
0.19628,0.470198,0.964821,0
0.107837,0.442575,0.029942,0
0.099752,0.439892,0.068068,0
0.090074,0.439757,0.029586,0
0.068891,0.436952,0.004668,0
0.189191,0.450399,0.952668,0
0.109961,0.44049,0.026137,0
0.113673,0.441133,0.042261,0
0.226205,0.469869,0.999129,0
0.1076,0.441856,0.016186,0
0.08242,0.439621,0.029291,0
0.085182,0.440944,0.029223,0
0.084481,0.439851,0.025123,0
0.097967,0.439807,0.04192,0
0.113488,0.441072,0.053821,0
0.168504,0.463376,0.336069,0
0.087475,0.439563,0.022588,0
0.139958,0.462859,0.082266,0
0.102725,0.441256,0.03687,0
0.111729,0.440998,0.051953,0
0.109812,0.440865,0.033349,1
0.17567,0.46336,0.419531,0
0.077213,0.43935,0.012651,0
0.154336,0.46437,0.149781,0
0.096705,0.439757,0.04621,0
0.103089,0.439969,0.014585,0
0.107784,0.439988,0.035243,0
0.097075,0.441021,0.03217,0
0.117252,0.440264,0.112235,0
0.078048,0.43938,0.015038,0
0.116849,0.441412,0.052074,0
0.086235,0.439947,0.025775,0
0.104288,0.44002,0.0614,0
0.118209,0.441174,0.06244,0
0.092329,0.439949,0.017369,0
0.090518,0.439684,0.031303,0
0.080987,0.439278,0.013914,0
0.097488,0.439719,0.02785,0
0.100929,0.440424,0.021901,0
0.105182,0.439969,0.039439,0
0.073925,0.439489,0.015937,0
0.191227,0.449623,0.960433,0
0.173088,0.449989,0.857559,0
0.097519,0.440431,0.022423,0
0.103745,0.439483,0.032865,0
0.103131,0.441038,0.028017,0
0.168544,0.463932,0.621649,0
0.188748,0.450478,0.977346,0
0.12418,0.440062,0.171819,0
0.118665,0.441144,0.052332,0
0.103407,0.440614,0.029714,1
0.131702,0.44256,0.188148,0
0.088023,0.439821,0.031218,0
0.086059,0.439773,0.027297,0
0.097023,0.43939,0.025175,0
0.115265,0.44083,0.030682,1
0.08098,0.439415,0.011636,0
0.096187,0.441,0.034092,0
0.165677,0.449935,0.872395,0
0.09344,0.439987,0.027513,0
0.106248,0.440365,0.024569,1
0.228736,0.466259,0.985224,0
0.10752,0.439924,0.045533,0
0.098181,0.44036,0.012709,1
0.084364,0.439675,0.030862,0
0.08886,0.43914,0.016662,1
0.086578,0.440533,0.017666,0
0.086819,0.437138,0.019814,0
0.11316,0.441186,0.038065,0
0.088668,0.43938,0.017965,0
0.079243,0.439231,0.0164,0
0.172286,0.463135,0.300265,0
0.08153,0.43926,0.016091,0
0.086999,0.439837,0.032531,0
0.097601,0.440389,0.017612,0
0.097889,0.439701,0.033933,0
0.090372,0.439443,0.018605,0
0.164935,0.464128,0.517187,0
0.093522,0.440935,0.043301,0
0.092418,0.439699,0.023312,0
0.123269,0.442678,0.048912,0
0.10717,0.439969,0.034823,0
0.107287,0.441898,0.014638,0
0.128939,0.441119,0.324892,1
0.193568,0.469017,0.915516,0
0.099668,0.439717,0.010396,0
0.226752,0.474102,0.994948,0
0.10578,0.440906,0.041125,1
0.09327,0.440596,0.017788,0
0.098901,0.439861,0.036339,0
0.117221,0.442095,0.026479,0
0.097298,0.440871,0.036894,0
0.109188,0.439906,0.044456,0
0.119617,0.440996,0.118475,0
0.094261,0.441231,0.025602,0
0.114055,0.439851,0.120528,0
0.102838,0.439844,0.050048,0
0.070789,0.438942,0.008985,0
0.101813,0.439813,0.046552,1
0.113232,0.442538,0.038857,0
0.09042,0.439893,0.032816,0
0.105136,0.439866,0.048646,0
0.146656,0.463262,0.197642,1
0.108698,0.441059,0.045976,0
0.121187,0.443423,0.868903,0
0.096789,0.439866,0.034005,0
0.131784,0.442587,0.098051,0
0.110927,0.44113,0.060484,0
0.09776,0.439746,0.032333,0
0.158177,0.465653,0.967538,0
0.089977,0.439678,0.03264,0
0.147407,0.463039,0.089249,0
0.09123,0.440152,0.00686,0
0.17763,0.450313,0.940186,0
0.089928,0.440437,0.016662,0
0.078483,0.43935,0.013938,0
0.083775,0.440277,0.01327,1
0.121436,0.442594,0.022971,1
0.105571,0.440743,0.077013,0
0.087506,0.440421,0.018907,1
0.114401,0.440764,0.062596,1
0.121203,0.440744,0.450534,0
0.22458,0.469049,0.888478,0
0.107742,0.439812,0.065064,0
0.09426,0.440333,0.01924,0
0.109562,0.440461,0.026507,0
0.08061,0.439621,0.025327,1
0.114566,0.441975,0.019894,0
0.107925,0.440783,0.048347,0
0.127817,0.441057,0.06464,0
0.076347,0.439108,0.009432,0
0.155828,0.464284,0.119946,1
0.074404,0.439241,0.00742,0
0.153405,0.463436,0.109535,0
0.114179,0.440915,0.059743,0
0.114355,0.441013,0.029366,0
0.099853,0.441722,0.01582,0
0.089783,0.439821,0.01752,0
0.161696,0.464571,0.266036,0
0.084591,0.439634,0.017593,0
0.113475,0.441373,0.023462,0
0.121107,0.441866,0.063301,0
0.087836,0.440702,0.020916,1
0.103271,0.439966,0.061983,0
0.102781,0.441223,0.04301,0
0.1536,0.464444,0.176787,0
0.105719,0.4415,0.035141,1
0.0942,0.439893,0.020082,0
0.085786,0.439343,0.013044,0
0.10075,0.440588,0.019869,0
0.104456,0.439773,0.047851,1
0.080886,0.43935,0.010598,0
0.151309,0.464341,0.111696,1
0.0765,0.438999,0.010063,0
0.111197,0.440911,0.045364,0
0.107598,0.440892,0.066471,0
0.199034,0.450709,0.928703,1
0.090498,0.439528,0.049221,0
0.197154,0.470011,0.999012,1
0.22079,0.450257,0.7985,1
0.167531,0.464487,0.250177,0
0.097066,0.439933,0.046822,0
0.11557,0.442265,0.016781,0
0.093494,0.439773,0.038979,1
0.113182,0.442498,0.044553,0
0.079376,0.439084,0.004749,0
0.082265,0.439621,0.02074,0
0.110904,0.441436,0.05292,0
0.236051,0.465039,1,0
0.096488,0.439727,0.050172,0
0.16685,0.464727,0.779747,0
0.092016,0.440488,0.019197,0
0.109044,0.441434,0.056512,0
0.096797,0.440833,0.070571,0
0.082395,0.439135,0.018176,0
0.117847,0.442575,0.041341,1
0.088153,0.440185,0.044274,0
0.122402,0.442135,0.02943,0
0.109795,0.441067,0.045416,0
0.082986,0.440163,0.014851,0
0.189306,0.463975,0.585554,1
0.088455,0.439652,0.027391,0
0.092929,0.439698,0.023072,0
0.181798,0.451358,0.856003,1
0.099153,0.44067,0.019496,0
0.10892,0.439698,0.078613,0
0.184779,0.451726,0.994732,0
0.078152,0.439605,0.005357,0
0.101184,0.440871,0.03014,0
0.205481,0.452194,0.946424,1
0.10256,0.439746,0.033281,1
0.09949,0.44122,0.039524,0
0.096095,0.437879,0.063157,0
0.08002,0.439643,0.015004,1
0.151775,0.464382,0.117882,0
0.085214,0.439465,0.004821,0
0.099737,0.441018,0.023283,0
0.150275,0.464168,0.098756,1
0.107562,0.44138,0.051048,0
0.122415,0.442621,0.064641,0
0.114523,0.441064,0.047058,0
0.091411,0.440042,0.020098,0
0.132127,0.441638,0.116346,0
0.191307,0.463983,0.648482,0
0.111623,0.44092,0.046142,0
0.088413,0.439694,0.027227,0
0.081131,0.439613,0.016043,1
0.101003,0.440264,0.00774,0
0.137662,0.463262,0.069322,1
0.082642,0.439549,0.020433,0
0.107974,0.44133,0.045978,1
0.195666,0.450504,0.925426,1
0.104675,0.440991,0.042552,0
0.108312,0.439966,0.035677,0
0.083518,0.440349,0.015032,0
0.096313,0.439769,0.029536,0
0.115433,0.441493,0.054526,1
0.101071,0.439961,0.252212,0
0.114498,0.440989,0.033497,0
0.270788,0.474541,1,0
0.117072,0.441746,0.04489,1
0.187673,0.46464,0.507033,0
0.160248,0.442526,1,0
0.150729,0.464289,0.048553,1
0.100074,0.439986,0.041094,0
0.108083,0.441041,0.040743,0
0.097348,0.440516,0.016722,0
0.100258,0.440372,0.017328,0
0.114131,0.439814,0.105193,0
0.111275,0.44131,0.049218,1
0.090631,0.440107,0.031907,0
0.099578,0.439656,0.026716,0
0.093199,0.439809,0.013391,0
0.105009,0.44002,0.048432,0
0.078902,0.439071,0.014649,0
0.116268,0.441134,0.059897,0
0.117417,0.441061,0.061504,0
0.110405,0.441046,0.286528,0
0.104379,0.441484,0.039568,0
0.103697,0.439828,0.073731,1
0.152587,0.464446,0.202555,0
0.098182,0.440298,0.015601,0
0.099603,0.439855,0.055886,0
0.083861,0.439096,0.014878,0
0.08223,0.4398,0.020286,0
0.078712,0.439294,0.015031,0
0.138394,0.463398,0.040251,0
0.085421,0.439159,0.018477,0
0.081585,0.439773,0.023286,0
0.157051,0.463324,0.377879,0
0.09783,0.441071,0.027586,0
0.101689,0.440911,0.025014,0
0.107947,0.440727,0.023818,0
